epoch_utc,withheld,dx_m,dy_m,dz_m,position_norm_m,dvx_m_s,dvy_m_s,dvz_m_s,oem_interpolation_error_m
2026-05-03T12:46:02.100Z,0,6.340662920592877,4.63393115251165,4.426394381653154,9.015003683899966,0.11688132131010276,-0.12199435869231223,-0.05584614274489752,0.0001278093674726482
2026-05-03T12:47:02.100Z,0,7.230833152789273,3.562893641174014,2.2074026396694535,8.357738066930212,-0.014935373232161098,-0.03632871366487933,-0.013335587381924086,0.0034930129015405533
2026-05-03T12:48:02.100Z,0,7.347684447267966,2.563388840371772,1.9441814008303027,8.021176372758585,-0.024180636115089804,0.016209077266626792,0.030383705433401076,0.0016648366684659805
2026-05-03T12:49:02.100Z,0,7.182851718425809,1.7039500107784988,0.8992621136769685,7.436765210575053,0.0020241365279449752,0.00701989111351331,0.011432303899994167,0.0019242675231967673
2026-05-03T12:50:02.100Z,1,6.87124371779646,1.5781903739480185,0.8490563379837113,7.101096517499943,0.021233751942073553,-0.0366342114230811,-0.03638434945241187,0.0021607424431121175
2026-05-03T12:51:02.100Z,1,6.691992620289966,0.8872263661032775,-1.4891335872562195,6.912847075946261,-0.056824527602028496,0.030210989573009606,-0.012934220440463662,0.0032977157165601273
2026-05-03T12:52:03.100Z,1,7.204517034551827,-1.1208288960915525,-0.6301389012151049,7.318360345752718,0.0011606567866806472,0.09589976749929674,0.07568463464036057,0.00041726858794219335
2026-05-03T12:53:02.100Z,1,4.885117372396053,-0.6064366875762062,-2.116717796297962,5.358416876959894,0.00789743820073241,-0.06774827761384106,0.03066255095962589,0.0055176490613224
2026-05-03T12:54:02.100Z,1,1.425028933226713,-2.357021337502374,-3.9139991454248957,4.785984366497822,0.15950304726386477,-0.024670076964994347,0.05182814505211297,0.0016484189618921259
2026-05-03T12:55:02.100Z,1,4.685798257924034,-2.747625416759547,-3.895604736499081,6.684451137365061,-0.1544175547083526,0.02754615282107853,-0.01576072468179035,0.0051734856505006145
